age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_gt_50k
46,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,36,United-States,0
41,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,39,Mexico,0
40,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,42,United-States,0
33,Federal-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,51,Mexico,0
48,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,41,United-States,0
45,Private,Bachelors,13,Never-married,Sales,Wife,White,Female,0,0,39,United-States,1
45,Private,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,Female,0,0,53,Argentina,0
34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,49,United-States,0
18,Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,29,United-States,0
52,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,United-States,1
35,Private,Bachelors,13,Separated,Machine-op-inspct,Wife,White,Male,2000,0,37,United-States,0
31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,63,United-States,1
48,Private,HS-grad,9,Never-married,Transport-moving,Husband,White,Female,0,0,40,United-States,0
36,Private,Assoc-voc,11,Never-married,Other-service,Husband,White,Male,0,0,44,United-States,0
52,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,49,Mexico,0
47,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Female,1000,0,53,United-States,0
48,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,46,United-States,0
25,Private,9th,5,Never-married,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,46,United-States,0
53,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
43,Federal-gov,Assoc-acdm,12,Never-married,Craft-repair,Other-relative,Black,Male,0,0,42,United-States,0
36,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
42,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,2000,0,48,United-States,1
20,Federal-gov,12th,8,Divorced,Other-service,Not-in-family,White,Female,0,0,47,United-States,0
44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Wife,White,Male,0,0,42,United-States,0
29,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,46,United-States,0
25,Private,HS-grad,9,Widowed,Adm-clerical,Husband,White,Male,0,0,51,Germany,0
23,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,40,Italy,1
52,Federal-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,28,United-States,1
33,Private,HS-grad,9,Divorced,Exec-managerial,Wife,White,Female,10000,0,38,Germany,0
57,Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,47,United-States,0
34,Private,Some-college,10,Never-married,Transport-moving,Husband,Black,Female,0,0,40,United-States,0
21,Private,HS-grad,9,Widowed,Sales,Husband,Other,Male,0,0,40,United-States,0
28,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,36,India,1
54,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,45,United-States,1
38,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,47,United-States,0
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,39,United-States,0
42,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,46,United-States,0
46,Private,Masters,14,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,0,0,53,United-States,1
52,Private,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,1
56,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,0
36,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,1
25,Private,Bachelors,13,Never-married,Machine-op-inspct,Wife,White,Female,0,0,39,United-States,1
35,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,1
43,Private,Some-college,10,Never-married,Adm-clerical,Wife,White,Male,0,0,46,Argentina,0
29,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
29,Private,Bachelors,13,Divorced,Protective-serv,Husband,White,Male,0,0,50,United-States,0
44,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,1
39,Private,Bachelors,13,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,0,0,36,United-States,0
40,Private,Some-college,10,Widowed,Priv-house-serv,Husband,White,Male,0,0,43,United-States,0
32,Private,Assoc-acdm,12,Never-married,Priv-house-serv,Husband,White,Female,0,0,55,United-States,0
37,State-gov,HS-grad,9,Never-married,Prof-specialty,Husband,White,Female,0,0,43,United-States,0
30,Without-pay,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,44,United-States,1
50,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,52,Argentina,1
51,Private,Some-college,10,Never-married,Exec-managerial,Wife,White,Male,0,0,33,United-States,0
20,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,0
30,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Wife,White,Female,0,0,39,United-States,0
24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,31,United-States,0
33,Local-gov,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,41,England,0
39,Self-emp-inc,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,0
24,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,0,0,27,United-States,0
30,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,0
29,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,36,Argentina,0
42,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,0
41,Private,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,41,United-States,0
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,5000,0,54,United-States,0
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,10000,0,41,United-States,1
34,Private,HS-grad,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
37,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States,1
58,Private,HS-grad,9,Never-married,Transport-moving,Wife,White,Male,0,0,48,United-States,1
55,Private,Prof-school,15,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,36,India,0
26,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,46,United-States,0
49,Private,Assoc-voc,11,Divorced,Sales,Husband,White,Male,0,0,46,United-States,1
49,State-gov,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,Black,Male,0,0,37,United-States,0
27,Local-gov,HS-grad,9,Never-married,Farming-fishing,Husband,Black,Male,0,0,50,United-States,0
49,Private,HS-grad,9,Never-married,Machine-op-inspct,Wife,White,Male,0,0,48,United-States,0
57,Self-emp-not-inc,HS-grad,9,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,51,United-States,0
28,Private,Some-college,10,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,47,United-States,0
30,Without-pay,11th,7,Never-married,Craft-repair,Husband,White,Female,0,0,53,United-States,0
51,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,47,United-States,1
43,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,500,28,Mexico,0
46,Private,Some-college,10,Never-married,Adm-clerical,Husband,White,Male,0,0,26,Argentina,0
44,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,44,United-States,0
44,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Female,2000,0,51,United-States,0
25,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,30,Philippines,0
52,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,44,United-States,0
53,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
37,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,33,United-States,1
40,State-gov,Bachelors,13,Divorced,Sales,Wife,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
23,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Female,0,0,45,China,0
46,Private,Bachelors,13,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,31,United-States,0
46,State-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,51,United-States,0
39,Without-pay,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,42,United-States,0
52,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,Germany,0
36,Private,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,White,Female,1000,0,28,Mexico,0
46,Private,Bachelors,13,Never-married,Tech-support,Husband,White,Female,0,0,43,United-States,0
29,Private,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,34,United-States,0
40,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0
38,Private,Some-college,10,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,44,United-States,0
42,Private,Masters,14,Married-civ-spouse,Tech-support,Own-child,White,Female,0,0,31,United-States,0
36,Self-emp-not-inc,11th,7,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,33,United-States,1
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White,Female,0,0,40,United-States,0
49,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,0,0,46,United-States,0
35,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,47,United-States,0
22,Private,Some-college,10,Never-married,Priv-house-serv,Husband,Other,Male,0,0,29,United-States,0
59,Self-emp-not-inc,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,38,United-States,1
55,Private,Some-college,10,Divorced,Transport-moving,Other-relative,White,Female,0,0,33,United-States,0
26,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,49,Mexico,0
48,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
34,Private,HS-grad,9,Never-married,Craft-repair,Husband,Black,Male,0,0,35,United-States,0
43,Federal-gov,HS-grad,9,Separated,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,0,0,53,Argentina,1
43,Self-emp-not-inc,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,47,United-States,1
37,Private,Bachelors,13,Never-married,Craft-repair,Husband,White,Male,0,0,41,United-States,1
31,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,37,United-States,0
32,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,24,United-States,0
30,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,0
31,Local-gov,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,United-States,0
39,Self-emp-not-inc,Some-college,10,Never-married,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,0
32,Federal-gov,Masters,14,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,31,United-States,0
48,Private,Doctorate,16,Never-married,Handlers-cleaners,Husband,White,Female,0,0,44,United-States,1
56,Private,Bachelors,13,Never-married,Handlers-cleaners,Husband,White,Female,0,0,46,United-States,1
34,State-gov,Bachelors,13,Divorced,Farming-fishing,Husband,White,Female,0,0,38,United-States,0
43,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,41,United-States,1
45,Private,HS-grad,9,Widowed,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,44,United-States,0
45,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,5000,0,40,Germany,0
41,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,57,Argentina,1
48,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,50,United-States,0
45,Private,Prof-school,15,Never-married,Protective-serv,Wife,Black,Male,0,0,44,India,0
26,Local-gov,Bachelors,13,Never-married,Adm-clerical,Wife,White,Female,0,0,41,United-States,0
50,Federal-gov,Some-college,10,Never-married,Handlers-cleaners,Husband,White,Female,0,0,47,United-States,0
50,Private,Bachelors,13,Separated,Prof-specialty,Wife,White,Male,0,0,41,Argentina,0
32,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,Argentina,0
40,Federal-gov,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
48,Private,Some-college,10,Never-married,Farming-fishing,Husband,White,Male,0,0,38,Mexico,0
38,State-gov,Prof-school,15,Divorced,Priv-house-serv,Husband,Other,Female,0,0,43,United-States,0
52,Self-emp-not-inc,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,2000,0,38,United-States,0
66,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,0,0,33,India,1
31,Local-gov,12th,8,Never-married,Machine-op-inspct,Wife,White,Female,0,0,58,United-States,0
25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,34,United-States,0
43,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,45,Mexico,0
48,Self-emp-not-inc,HS-grad,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,49,United-States,1
37,Local-gov,Assoc-acdm,12,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,0,0,44,United-States,1
56,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,51,United-States,0
25,Private,11th,7,Never-married,Priv-house-serv,Husband,White,Male,0,0,46,United-States,0
48,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Female,0,0,22,United-States,1
33,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,31,United-States,0
59,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,42,Mexico,0
62,Private,Bachelors,13,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Female,0,0,32,United-States,0
32,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Own-child,Other,Female,0,0,45,United-States,0
34,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,57,United-States,0
49,Private,HS-grad,9,Divorced,Other-service,Husband,White,Male,0,0,45,United-States,0
36,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Wife,Black,Male,0,0,43,United-States,0
40,Local-gov,HS-grad,9,Never-married,Other-service,Wife,White,Male,0,0,52,United-States,0
40,Self-emp-inc,Assoc-voc,11,Never-married,Craft-repair,Husband,White,Female,0,0,53,United-States,1
19,State-gov,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,Black,Female,0,0,47,United-States,0
40,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,37,Canada,0
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,0,0,40,United-States,0
35,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,36,United-States,0
56,Private,Bachelors,13,Never-married,Farming-fishing,Wife,White,Male,0,0,38,United-States,0
26,Private,12th,8,Widowed,Transport-moving,Other-relative,White,Female,0,0,47,United-States,0
49,Private,Some-college,10,Never-married,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,0
37,Private,Some-college,10,Never-married,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,0,0,42,United-States,0
37,Private,HS-grad,9,Never-married,Other-service,Wife,White,Female,0,0,44,India,0
49,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,1
44,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,41,Mexico,1
46,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Female,0,0,43,United-States,0
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,2000,0,46,China,0
36,Private,Bachelors,13,Never-married,Adm-clerical,Husband,White,Male,0,0,36,United-States,0
33,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,46,United-States,0
28,Private,Bachelors,13,Separated,Adm-clerical,Not-in-family,White,Male,0,0,24,United-States,0
31,Private,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Unmarried,Black,Male,0,0,43,United-States,0
70,Private,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,37,United-States,0
54,Local-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,2000,21,United-States,1
25,Private,Assoc-voc,11,Never-married,Priv-house-serv,Husband,White,Male,0,0,45,United-States,0
25,Private,Prof-school,15,Never-married,Transport-moving,Wife,White,Male,5000,500,38,United-States,0
45,Without-pay,Some-college,10,Separated,Other-service,Husband,White,Male,0,0,30,United-States,0
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,46,United-States,0
46,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,34,India,1
37,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
39,Self-emp-not-inc,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,51,United-States,0
44,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,44,United-States,0
41,Private,11th,7,Married-civ-spouse,Other-service,Wife,White,Male,0,2000,33,China,0
18,Private,Bachelors,13,Never-married,Transport-moving,Wife,White,Male,0,0,45,United-States,0
37,Private,Masters,14,Never-married,Prof-specialty,Husband,White,Female,0,0,51,United-States,0
31,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,43,United-States,0
42,Self-emp-not-inc,12th,8,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,2000,0,44,United-States,0
70,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,1
44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,5000,0,42,United-States,0
37,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,41,United-States,0
50,Private,11th,7,Never-married,Tech-support,Husband,White,Female,0,0,44,Germany,1
45,Local-gov,Some-college,10,Never-married,Sales,Own-child,Other,Male,0,0,44,United-States,0
45,Private,Bachelors,13,Divorced,Tech-support,Other-relative,White,Male,0,0,45,Mexico,0
47,Private,Bachelors,13,Never-married,Adm-clerical,Wife,White,Female,0,0,47,Mexico,0
63,Private,Assoc-voc,11,Married-civ-spouse,Priv-house-serv,Husband,Black,Female,0,0,17,United-States,1
28,Private,Bachelors,13,Separated,Handlers-cleaners,Wife,White,Female,0,0,43,Mexico,0
45,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
30,Self-emp-inc,Masters,14,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,54,United-States,0
46,Private,Masters,14,Separated,Exec-managerial,Not-in-family,White,Female,0,0,39,Mexico,1
30,Local-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,43,United-States,1
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,35,United-States,0
37,Local-gov,HS-grad,9,Never-married,Protective-serv,Husband,White,Male,0,0,47,Mexico,0
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,500,34,Germany,0
50,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,1
26,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,68,United-States,1
41,Self-emp-not-inc,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,37,United-States,0
32,Local-gov,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,37,United-States,1
26,Private,Masters,14,Never-married,Sales,Wife,White,Male,0,0,33,United-States,0
38,Private,Bachelors,13,Divorced,Other-service,Husband,Black,Female,0,0,38,United-States,1
37,Self-emp-inc,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,30,Argentina,0
67,Private,Bachelors,13,Never-married,Transport-moving,Wife,White,Male,0,0,33,Canada,1
45,Private,9th,5,Separated,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,0
25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Female,0,0,49,Argentina,0
34,Private,Some-college,10,Never-married,Sales,Husband,White,Male,0,0,23,United-States,0
51,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,45,United-States,1
63,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,51,United-States,1
23,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,33,Canada,0
19,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,55,Canada,1
61,Private,Masters,14,Divorced,Other-service,Husband,White,Female,0,0,52,United-States,1
44,Private,Some-college,10,Never-married,Handlers-cleaners,Husband,White,Male,0,0,35,China,0
30,Local-gov,Prof-school,15,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,42,United-States,0
46,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,49,United-States,0
18,Private,Masters,14,Never-married,Protective-serv,Wife,White,Female,0,0,48,United-States,0
40,Self-emp-not-inc,Some-college,10,Separated,Protective-serv,Not-in-family,White,Male,0,0,39,United-States,1
44,State-gov,Prof-school,15,Separated,Craft-repair,Wife,White,Female,0,1000,35,United-States,0
50,Private,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,50,Philippines,0
29,Private,Prof-school,15,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,41,United-States,0
41,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,33,Philippines,0
30,Private,Bachelors,13,Never-married,Priv-house-serv,Husband,White,Female,0,0,15,United-States,0
43,Federal-gov,Masters,14,Never-married,Adm-clerical,Husband,White,Female,0,0,36,United-States,1
30,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,42,United-States,0
36,State-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,51,United-States,0
29,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,30,United-States,0
47,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,38,England,0
49,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,41,India,0
37,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,55,United-States,1
40,Private,Assoc-voc,11,Divorced,Handlers-cleaners,Husband,White,Male,0,0,28,Italy,0
24,Self-emp-not-inc,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,41,Mexico,0
37,Private,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States,0
39,Private,HS-grad,9,Never-married,Craft-repair,Husband,White,Female,0,0,34,United-States,0
69,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,45,Mexico,1
28,Private,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,51,United-States,1
56,Private,Assoc-voc,11,Never-married,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,0,0,30,United-States,0
51,Private,Masters,14,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,33,Mexico,1
43,Private,Some-college,10,Never-married,Sales,Husband,White,Male,0,0,28,United-States,0
59,Private,Bachelors,13,Divorced,Tech-support,Wife,White,Male,0,0,40,India,0
44,Private,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,0,42,Philippines,0
44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,47,United-States,0
39,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,41,United-States,0
53,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Female,10000,0,41,United-States,1
52,Local-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,53,United-States,1
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,47,United-States,1
25,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,25,United-States,0
38,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,47,United-States,0
31,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,0,0,37,United-States,0
39,Self-emp-not-inc,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,39,United-States,0
54,Private,Bachelors,13,Married-civ-spouse,Tech-support,Own-child,Black,Male,0,0,40,Argentina,0
35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,35,United-States,0
40,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,Germany,0
41,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,28,United-States,1
49,Private,HS-grad,9,Divorced,Priv-house-serv,Husband,White,Male,0,0,49,Argentina,0
18,Private,11th,7,Widowed,Exec-managerial,Unmarried,White,Female,0,0,51,United-States,0
33,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,44,United-States,0
42,Private,Some-college,10,Married-civ-spouse,Sales,Wife,Other,Female,0,0,45,United-States,0
53,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,28,United-States,1
35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,31,England,0
19,Private,HS-grad,9,Divorced,Machine-op-inspct,Wife,White,Female,0,0,42,United-States,0
47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,0
33,Federal-gov,Assoc-voc,11,Never-married,Craft-repair,Husband,White,Female,0,0,32,Canada,0
