age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_gt_50k
43,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,41,United-States,0
40,Private,Masters,14,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,38,United-States,0
40,Private,Some-college,10,Never-married,Priv-house-serv,Wife,White,Female,0,0,36,Germany,0
39,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,33,United-States,0
35,Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Female,0,0,36,United-States,0
53,Private,HS-grad,9,Divorced,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0,0,32,United-States,0
32,Private,HS-grad,9,Never-married,Farming-fishing,Husband,White,Male,2000,0,29,Canada,0
32,Private,Assoc-acdm,12,Divorced,Protective-serv,Husband,Black,Female,0,0,25,Italy,0
57,Self-emp-not-inc,Bachelors,13,Divorced,Machine-op-inspct,Husband,Black,Female,0,0,50,United-States,1
41,Self-emp-inc,HS-grad,9,Separated,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,31,United-States,0
37,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,England,0
55,Private,HS-grad,9,Separated,Other-service,Husband,White,Female,0,0,30,United-States,0
54,Local-gov,Assoc-voc,11,Never-married,Transport-moving,Husband,White,Male,0,0,39,England,0
22,State-gov,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,0,0,39,United-States,0
26,Self-emp-not-inc,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Male,0,0,32,United-States,0
25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,2000,0,27,United-States,0
38,Private,Bachelors,13,Widowed,Priv-house-serv,Wife,White,Male,0,0,44,Philippines,1
20,Private,Some-college,10,Never-married,Other-service,Husband,Other,Male,0,0,37,United-States,0
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,38,United-States,0
18,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,25,Philippines,0
32,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,32,Argentina,0
55,Private,HS-grad,9,Never-married,Protective-serv,Unmarried,White,Male,0,0,33,United-States,0
22,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,37,United-States,0
58,Private,9th,5,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,37,United-States,0
37,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,10000,0,34,Mexico,0
19,Private,Bachelors,13,Separated,Prof-specialty,Other-relative,White,Male,0,0,45,United-States,1
28,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,25,United-States,0
35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,42,United-States,0
43,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,0
51,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,34,United-States,1
22,Private,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Female,0,0,37,Mexico,0
44,Self-emp-inc,Some-college,10,Never-married,Priv-house-serv,Other-relative,Black,Female,0,0,45,United-States,0
44,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Male,0,0,35,United-States,1
40,Private,Bachelors,13,Divorced,Other-service,Own-child,White,Female,0,0,41,United-States,0
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,Canada,0
22,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,32,United-States,0
34,Private,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Female,0,0,32,United-States,0
42,Private,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,36,United-States,0
43,State-gov,Bachelors,13,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,0,0,39,Italy,0
42,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,36,United-States,0
49,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,32,United-States,0
40,State-gov,Prof-school,15,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,36,United-States,1
38,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,40,India,0
33,Private,HS-grad,9,Never-married,Machine-op-inspct,Wife,Black,Male,0,0,39,United-States,0
38,Private,Bachelors,13,Never-married,Transport-moving,Husband,Black,Male,0,0,44,United-States,0
40,State-gov,HS-grad,9,Never-married,Other-service,Husband,White,Female,0,0,30,United-States,0
18,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,30,Argentina,0
37,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,Italy,0
31,State-gov,Some-college,10,Never-married,Protective-serv,Wife,White,Male,0,0,39,India,0
28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,39,Germany,0
32,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,34,Argentina,0
42,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,41,Italy,1
25,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,0,37,Philippines,1
25,State-gov,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,India,0
36,Private,Some-college,10,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,38,United-States,0
21,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,2000,40,United-States,0
45,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,25,United-States,0
40,Self-emp-not-inc,Bachelors,13,Never-married,Other-service,Husband,White,Male,0,0,32,United-States,0
32,Self-emp-inc,HS-grad,9,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1
35,Local-gov,11th,7,Never-married,Protective-serv,Own-child,White,Female,0,0,37,United-States,0
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,39,United-States,0
28,Private,Some-college,10,Never-married,Protective-serv,Wife,White,Female,0,0,39,United-States,0
25,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,45,United-States,0
31,Private,HS-grad,9,Never-married,Tech-support,Husband,White,Male,0,0,44,United-States,0
38,Self-emp-inc,Bachelors,13,Married-civ-spouse,Priv-house-serv,Own-child,White,Female,0,0,33,Argentina,0
36,Private,Some-college,10,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,500,35,United-States,0
57,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,24,United-States,1
42,State-gov,9th,5,Never-married,Other-service,Not-in-family,Black,Male,0,0,29,United-States,0
22,State-gov,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,0,0,42,United-States,0
30,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,0
32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,38,England,0
37,Local-gov,Some-college,10,Widowed,Adm-clerical,Husband,White,Male,0,0,38,United-States,0
24,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,46,United-States,0
41,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,Black,Male,0,0,50,United-States,0
18,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,26,United-States,1
25,Local-gov,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,0,0,34,United-States,0
45,Private,HS-grad,9,Never-married,Farming-fishing,Wife,White,Male,1000,2000,43,Mexico,1
41,Federal-gov,Masters,14,Widowed,Prof-specialty,Husband,White,Female,0,0,39,United-States,1
50,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,0
30,Private,Prof-school,15,Never-married,Adm-clerical,Husband,White,Male,5000,0,33,United-States,0
38,Private,HS-grad,9,Divorced,Adm-clerical,Husband,White,Female,0,0,42,United-States,1
32,Private,HS-grad,9,Never-married,Sales,Other-relative,Amer-Indian-Eskimo,Male,0,0,53,United-States,0
30,Private,HS-grad,9,Never-married,Protective-serv,Wife,White,Female,0,0,39,United-States,0
32,Private,Masters,14,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,1
40,Private,HS-grad,9,Never-married,Farming-fishing,Wife,White,Male,1000,0,33,Philippines,0
23,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,44,United-States,0
26,Federal-gov,Some-college,10,Never-married,Exec-managerial,Wife,White,Male,0,0,48,United-States,0
40,Local-gov,10th,6,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,39,Mexico,0
43,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,39,United-States,0
32,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,29,United-States,0
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,39,United-States,0
40,Private,Masters,14,Divorced,Other-service,Husband,Black,Female,0,0,40,United-States,0
35,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,29,United-States,1
34,Local-gov,Masters,14,Married-civ-spouse,Other-service,Husband,White,Female,2000,0,40,Mexico,0
50,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,Argentina,1
30,Private,HS-grad,9,Never-married,Other-service,Husband,White,Male,0,0,33,United-States,1
27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,England,0
45,Private,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,0,0,37,United-States,0
47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,32,United-States,1
45,Federal-gov,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,33,Argentina,0
19,Private,HS-grad,9,Never-married,Transport-moving,Husband,White,Male,0,0,29,United-States,0
32,Self-emp-not-inc,11th,7,Divorced,Adm-clerical,Own-child,White,Female,0,0,51,United-States,1
38,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,29,United-States,0
30,Private,HS-grad,9,Never-married,Transport-moving,Husband,White,Female,0,0,44,United-States,0
22,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,50,United-States,0
39,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,0
41,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,61,United-States,0
39,Private,Bachelors,13,Never-married,Handlers-cleaners,Wife,White,Male,0,0,31,United-States,0
30,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,2000,46,United-States,1
37,Local-gov,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,42,United-States,1
39,Self-emp-not-inc,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,49,United-States,0
30,Self-emp-inc,Masters,14,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,46,United-States,0
40,State-gov,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,38,United-States,0
35,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,36,United-States,0
51,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,1
32,Self-emp-not-inc,11th,7,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,30,United-States,1
44,Private,Some-college,10,Divorced,Sales,Husband,White,Male,0,0,42,United-States,1
52,Without-pay,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,48,Mexico,1
31,Private,HS-grad,9,Separated,Handlers-cleaners,Husband,White,Male,0,0,33,United-States,0
31,State-gov,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,42,Italy,0
30,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
40,Private,Some-college,10,Widowed,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
34,Private,Some-college,10,Widowed,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
43,Local-gov,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,1
48,Federal-gov,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,28,United-States,1
20,State-gov,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,37,United-States,1
18,State-gov,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,30,United-States,0
46,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,54,Germany,1
46,Private,Some-college,10,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Female,0,0,42,United-States,0
28,Private,9th,5,Never-married,Exec-managerial,Husband,White,Female,0,0,49,United-States,0
32,Self-emp-not-inc,9th,5,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,500,35,Mexico,1
34,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,0
25,Without-pay,9th,5,Separated,Farming-fishing,Husband,White,Female,0,0,36,United-States,0
57,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,500,37,United-States,1
26,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,46,United-States,0
42,Private,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,35,United-States,0
33,Private,Some-college,10,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,29,United-States,1
42,Local-gov,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,0
40,Local-gov,HS-grad,9,Never-married,Other-service,Husband,White,Female,0,1000,23,United-States,0
32,Private,Assoc-voc,11,Never-married,Tech-support,Husband,White,Male,0,0,35,United-States,0
27,Local-gov,Bachelors,13,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,33,England,0
37,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,38,China,1
19,Self-emp-inc,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,0
40,Private,Assoc-voc,11,Never-married,Transport-moving,Other-relative,Other,Male,0,0,37,United-States,0
30,Federal-gov,Assoc-voc,11,Never-married,Craft-repair,Husband,White,Female,0,0,29,Canada,0
41,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,36,United-States,0
40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,29,United-States,0
27,Private,Some-college,10,Never-married,Transport-moving,Husband,White,Female,0,0,47,United-States,0
35,Private,Some-college,10,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,32,United-States,0
32,Federal-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,39,Italy,0
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,32,United-States,0
34,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,34,England,0
35,Private,Some-college,10,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,1
38,Private,Masters,14,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,40,Canada,1
38,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,36,United-States,0
48,Self-emp-inc,Bachelors,13,Divorced,Other-service,Wife,White,Male,0,0,33,United-States,0
31,Private,HS-grad,9,Never-married,Other-service,Husband,White,Male,1000,0,40,Canada,0
24,State-gov,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,2000,0,36,United-States,0
38,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Husband,Black,Male,0,0,27,United-States,0
38,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States,0
36,Private,11th,7,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,35,United-States,0
31,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,0,36,United-States,0
38,Private,Assoc-voc,11,Never-married,Other-service,Husband,White,Female,0,0,29,United-States,0
34,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,28,Germany,0
37,Local-gov,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,25,United-States,0
35,Private,Bachelors,13,Widowed,Adm-clerical,Husband,White,Male,0,0,31,United-States,1
22,Private,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,51,United-States,0
25,Private,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,38,United-States,0
46,Private,HS-grad,9,Never-married,Tech-support,Husband,White,Male,0,0,37,United-States,0
44,Private,Some-college,10,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,31,Philippines,1
32,State-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,31,United-States,0
34,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,Other,Male,0,0,51,United-States,1
30,Private,HS-grad,9,Separated,Tech-support,Husband,White,Male,0,0,38,United-States,1
41,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Own-child,White,Female,0,0,22,Mexico,1
31,Self-emp-not-inc,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,25,Italy,0
22,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,33,United-States,0
58,Without-pay,Assoc-voc,11,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,29,United-States,1
24,Private,Some-college,10,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,42,United-States,0
27,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Husband,White,Female,0,0,26,United-States,0
21,Private,Prof-school,15,Never-married,Exec-managerial,Wife,White,Male,0,0,47,United-States,0
36,Self-emp-inc,Bachelors,13,Never-married,Machine-op-inspct,Wife,White,Female,0,0,51,United-States,1
22,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,30,United-States,0
32,Private,Assoc-voc,11,Never-married,Prof-specialty,Husband,White,Female,0,0,33,United-States,0
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,41,United-States,0
39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,29,United-States,0
40,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,500,27,Philippines,0
27,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,0,0,30,India,0
51,Private,Prof-school,15,Never-married,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
34,Private,Assoc-voc,11,Never-married,Farming-fishing,Husband,White,Male,0,0,41,United-States,0
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,White,Female,0,0,40,Argentina,0
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,2000,40,United-States,0
18,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,0,1000,31,India,0
48,Private,11th,7,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,36,United-States,0
25,State-gov,Some-college,10,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,40,United-States,1
33,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,39,United-States,0
45,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,1000,0,42,China,0
36,Private,Bachelors,13,Divorced,Machine-op-inspct,Husband,White,Female,0,0,42,India,0
40,Private,Bachelors,13,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,23,United-States,0
52,Self-emp-inc,Some-college,10,Never-married,Tech-support,Husband,White,Male,0,500,38,United-States,0
59,Private,Masters,14,Never-married,Tech-support,Not-in-family,White,Female,0,0,34,United-States,1
35,Private,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Female,10000,0,35,England,0
26,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,1
52,Self-emp-inc,HS-grad,9,Separated,Transport-moving,Husband,White,Female,0,0,32,United-States,0
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,50,United-States,0
27,Local-gov,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,35,United-States,0
26,Private,Assoc-acdm,12,Never-married,Craft-repair,Wife,White,Female,0,2000,43,Italy,1
29,Private,Some-college,10,Never-married,Handlers-cleaners,Wife,White,Male,0,0,40,United-States,0
33,Local-gov,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,43,England,0
49,Private,Masters,14,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,1
40,Local-gov,Masters,14,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,0
40,Private,HS-grad,9,Never-married,Other-service,Husband,White,Female,0,0,27,United-States,0
40,Private,Assoc-voc,11,Separated,Transport-moving,Not-in-family,White,Male,0,0,33,India,0
42,Federal-gov,11th,7,Widowed,Sales,Own-child,White,Male,0,0,46,United-States,0
21,State-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Female,0,0,43,United-States,0
24,Private,11th,7,Never-married,Other-service,Husband,White,Male,0,0,37,United-States,0
30,State-gov,HS-grad,9,Never-married,Other-service,Husband,Other,Female,0,0,29,United-States,0
42,Local-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,Other,Male,0,0,48,United-States,1
29,Local-gov,Some-college,10,Never-married,Other-service,Husband,Black,Male,0,0,40,United-States,0
39,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,36,United-States,0
32,Private,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,39,United-States,0
35,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,0
40,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,45,Mexico,1
32,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Wife,Black,Male,0,0,39,United-States,0
44,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,33,Mexico,0
58,Private,Bachelors,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,26,Canada,0
32,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,Argentina,1
44,Private,9th,5,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,500,42,United-States,0
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
